Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
7/12/23,DD/BR #304484 Q35 30FLUSHING            NY,10.47,"23121124405 718-478-5407
DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",DD/BR #304484 Q35 30FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
7/11/23,AplPay DUNKIN #33045FOREST HILLS        NY,4.45,"23111051215 718-793-5785
AplPay DUNKIN #330459 Q35 3304
FOREST HILLS
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-793-5785",AplPay DUNKIN #33045FOREST HILLS        NY,9712 METROPOLITAN AVE,"FOREST HILLS
NY",11375-6626,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
7/10/23,AplPay DD/BR #304484FLUSHING            NY,11.73,"23101124375 718-478-5407
AplPay DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",AplPay DD/BR #304484FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
7/9/23,ANGIES MARKET       FOREST HILLS        NY,31.17,"00001689    718-544-2828
ANGIES MARKET
FOREST HILLS
NY
Description : GROCERIES/SUNDRIES Price : 0.00
718-544-2828",ANGIES MARKET       FOREST HILLS        NY,100 27 METROPOLITAN AVE,"FOREST HILLS
NY",11375,UNITED STATES,3.20232E+17,Merchandise & Supplies-Groceries
7/8/23,ADAMS BAGELS & DELI REGO PARK           NY,15.57,"73011003190 AMIR.DARW@GMAIL.COM
ADAMS BAGELS & DELI 924600283026887
REGO PARK
NY
AMIR.DARW@GMAIL.COM",ADAMS BAGELS & DELI REGO PARK           NY,6356 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Merchandise & Supplies-Groceries
7/8/23,AplPay DD/BR #304484FLUSHING            NY,4.24,"23081038585 718-478-5407
AplPay DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",AplPay DD/BR #304484FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
7/8/23,AplPay DUNKIN #33045FOREST HILLS        NY,9.91,"23081746525 718-793-5785
AplPay DUNKIN #330459 Q35 3304
FOREST HILLS
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-793-5785",AplPay DUNKIN #33045FOREST HILLS        NY,9712 METROPOLITAN AVE,"FOREST HILLS
NY",11375-6626,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
7/7/23,AplPay DD/BR #304484FLUSHING            NY,6.4,"23071102235 718-478-5407
AplPay DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",AplPay DD/BR #304484FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
7/7/23,AplPay KEY FOOD 2188REGO PARK           NY,6.61,"99999993189 9175484585
AplPay KEY FOOD 2188 000002188
REGO PARK
NY
Description : GROCERY STORES Price : 0.0661
9175484585",AplPay KEY FOOD 2188REGO PARK           NY,9202 63RD DR,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Merchandise & Supplies-Groceries
7/7/23,AplPay TRADER JOE S REGO PARK           NY,71.47,"000153406416265993700
AplPay TRADER JOE S #557 000000557
REGO PARK
NY
6265993700",AplPay TRADER JOE S REGO PARK           NY,9030 METROPOLITAN AVE,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Merchandise & Supplies-Groceries
7/6/23,DD/BR #304484 Q35 30FLUSHING            NY,11.07,"23061103335 718-478-5407
DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",DD/BR #304484 Q35 30FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
7/5/23,MOBILE PAYMENT - THANK YOU,-250,"MOBILE PAYMENT - THANK YOU
",MOBILE PAYMENT - THANK YOU,,,,,3.20232E+17,
7/4/23,AplPay DUANE READE #REGO PARK           NY,21.75,"99999993186NONE             11374
PHARMACIES
AplPay DUANE READE #14477 000014477
REGO PARK
NY
PHARMACIES
NONE             11374",AplPay DUANE READE #REGO PARK           NY,9511 63RD DR,"REGO PARK
NY",11374-2024,UNITED STATES,3.20232E+17,Merchandise & Supplies-Pharmacies
7/4/23,PANERA BREAD #204403GLENDALE            NY,11.92,"808940     938327173        11385
PANERA BREAD #204403
GLENDALE
NY
938327173        11385",PANERA BREAD #204403GLENDALE            NY,7325 WOODHAVEN BLVD STE 4,"GLENDALE
NY",11385,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
7/3/23,ADAMS BAGELS & DELI REGO PARK           NY,19.25,"73011003184 AMIR.DARW@GMAIL.COM
ADAMS BAGELS & DELI 924600283026887
REGO PARK
NY
AMIR.DARW@GMAIL.COM",ADAMS BAGELS & DELI REGO PARK           NY,6356 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Merchandise & Supplies-Groceries
7/3/23,AplPay DD/BR #304484FLUSHING            NY,10.47,"23031140175 718-478-5407
AplPay DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",AplPay DD/BR #304484FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
7/2/23,AplPay DD/BR #304484FLUSHING            NY,7.5,"23020933015 718-478-5407
AplPay DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",AplPay DD/BR #304484FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
7/1/23,AplPay DD/BR #304484FLUSHING            NY,4.24,"23011242025 718-478-5407
AplPay DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",AplPay DD/BR #304484FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
7/1/23,FS *CAPTURE ONE     877-327-8914        CA,20,"MPK13RTMSII3AC9610BA69D3D7E 93101
FS *CAPTURE ONE
877-327-8914
CA
3AC9610BA69D3D7E 93101",FS *CAPTURE ONE     877-327-8914        CA,801 GDN ST 201,"SANTA BARBARA
CA",93101,UNITED STATES,3.20232E+17,Merchandise & Supplies-Internet Purchase
6/30/23,AplPay CVS PHARMACY FOREST HILLS        NY,30,"10107718    8007467287
AplPay CVS PHARMACY
FOREST HILLS
NY
Description : PHARMACIES Price : 0.30
8007467287",AplPay CVS PHARMACY FOREST HILLS        NY,9715 METROPOLITAN AVE,"FOREST HILLS
NY",11375,UNITED STATES,3.20232E+17,Merchandise & Supplies-Pharmacies
6/30/23,CVS PHARMACY        FOREST HILLS        NY,11.58,"10177562    8007467287
CVS PHARMACY
FOREST HILLS
NY
Description : PHARMACIES Price : 0.1158
8007467287",CVS PHARMACY        FOREST HILLS        NY,9715 METROPOLITAN AVE,"FOREST HILLS
NY",11375,UNITED STATES,3.20232E+17,Merchandise & Supplies-Pharmacies
6/30/23,CVS PHARMACY        MIDDLE VILLAGE      NY,17.71,"10176239   8007467287
PHARMACIES
CVS PHARMACY
MIDDLE VILLAGE
NY
PHARMACIES
8007467287",CVS PHARMACY        MIDDLE VILLAGE      NY,7960 METROPOLITAN AVE,"MIDDLE VILLAGE
NY",11379,UNITED STATES,3.20232E+17,Merchandise & Supplies-Pharmacies
6/29/23,AplPay DD/BR #304484FLUSHING            NY,12.46,"23291239495 718-478-5407
AplPay DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",AplPay DD/BR #304484FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/26/23,AplPay DD/BR #304484FLUSHING            NY,4.24,"23261241495 718-478-5407
AplPay DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",AplPay DD/BR #304484FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/26/23,AplPay DUNKIN #33045FOREST HILLS        NY,16.63,"23261046265 718-793-5785
AplPay DUNKIN #330459 Q35 3304
FOREST HILLS
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-793-5785",AplPay DUNKIN #33045FOREST HILLS        NY,9712 METROPOLITAN AVE,"FOREST HILLS
NY",11375-6626,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/25/23,VITELLO S MARKETPLACFOREST HILLS        NY,20.3,"00500020474 7182617505
VITELLO S MARKETPLACE 000001672
FOREST HILLS
NY
Description : GROCERY STORES Price : 0.203
7182617505",VITELLO S MARKETPLACFOREST HILLS        NY,7176 YELLOWSTONE BLVD,"FOREST HILLS
NY",11375,UNITED STATES,3.20232E+17,Merchandise & Supplies-Groceries
6/24/23,REGO MARKET PLACE 00REGO PARK           NY,16.57,"99999993175 7183268800
REGO MARKET PLACE 000000001
REGO PARK
NY
Description : GROCERY STORES Price : 0.1657
7183268800",REGO MARKET PLACE 00REGO PARK           NY,6376 WOODHAVEN BLVD,"REGO PARK
NY",11374-4840,UNITED STATES,3.20232E+17,Merchandise & Supplies-Groceries
6/22/23,JAPAN VILLAGE FOOD CBROOKLYN            NY,14.95,"73011003173 SUNRISEMART4@GMAIL.CO
SUNRISEMART4@GMAIL.COM
JAPAN VILLAGE FOOD COURT 7392900013004
BROOKLYN
NY
SUNRISEMART4@GMAIL.COM",JAPAN VILLAGE FOOD CBROOKLYN            NY,934 3RD AVE,"BROOKLYN
NY",11232,UNITED STATES,3.20232E+17,Restaurant-Restaurant
6/20/23,AplPay DD/BR #304484FLUSHING            NY,4.24,"23201237515 718-478-5407
AplPay DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",AplPay DD/BR #304484FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/19/23,AplPay DD/BR #304484FLUSHING            NY,10.47,"23191218575 718-478-5407
AplPay DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",AplPay DD/BR #304484FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/18/23,Amazon Prime        Amazon.com          WA,15.89,"2UQ11947HGU SHIPPINGCLUB
Amazon Prime
Amazon.com
WA
SHIPPINGCLUB",Amazon Prime        Amazon.com          WA,440 TERRY AVE NORTH,"SEATTLE
WA",98109,UNITED STATES,3.20232E+17,Merchandise & Supplies-Mail Order
6/18/23,AplPay CVS PHARMACY MIDDLE VILLAGE      NY,30.65,"10081112   8007467287
PHARMACIES
AplPay CVS PHARMACY
MIDDLE VILLAGE
NY
PHARMACIES
8007467287",AplPay CVS PHARMACY MIDDLE VILLAGE      NY,7960 METROPOLITAN AVE,"MIDDLE VILLAGE
NY",11379,UNITED STATES,3.20232E+17,Merchandise & Supplies-Pharmacies
6/18/23,AplPay DD/BR #304484FLUSHING            NY,4.24,"23181203185 718-478-5407
AplPay DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",AplPay DD/BR #304484FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/18/23,AplPay DD/BR #304484FLUSHING            NY,6.93,"23181202425 718-478-5407
AplPay DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",AplPay DD/BR #304484FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/17/23,7-ELEVEN 29937 00072REGO PARK           NY,3.37,"140510618 7 718-459-0403
7-ELEVEN 29937 00072993701
REGO PARK
NY
Description : GAS/MSC97  14513701 Price : 0.0337
718-459-0403",7-ELEVEN 29937 00072REGO PARK           NY,"CITY PLACE CTR EAST
2711 NORTH HASKELL AVE","DALLAS
TX",75204,UNITED STATES,3.20232E+17,Merchandise & Supplies-Groceries
6/17/23,AplPay DD/BR #304484FLUSHING            NY,9.47,"23171303175 718-478-5407
AplPay DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",AplPay DD/BR #304484FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/17/23,AplPay DD/BR #358915NEW YORK            NY,10.21,"23171506517 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/16/23,AplPay DD/BR #304484FLUSHING            NY,8.47,"23161131375 718-478-5407
AplPay DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",AplPay DD/BR #304484FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/15/23,AplPay DD/BR #304484FLUSHING            NY,4.24,"23152022345 718-478-5407
AplPay DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",AplPay DD/BR #304484FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/15/23,AplPay DD/BR #304484FLUSHING            NY,9.47,"23151103405 718-478-5407
AplPay DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",AplPay DD/BR #304484FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/15/23,CROSBY STREET HOTEL-NEW YORK            NY,11.71,"29878       212-226-6400
CROSBY STREET HOTEL-3
NEW YORK
NY
",CROSBY STREET HOTEL-NEW YORK            NY,79 CROSBY ST,"NEW YORK
NY",10012,UNITED STATES,3.20232E+17,Travel-Lodging
6/14/23,AplPay DD/BR #304484FLUSHING            NY,8.47,"23141113545 718-478-5407
AplPay DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",AplPay DD/BR #304484FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/14/23,CVS PHARMACY        FOREST HILLS        NY,16.79,"10095629    8007467287
CVS PHARMACY
FOREST HILLS
NY
Description : PHARMACIES Price : 0.1679
8007467287",CVS PHARMACY        FOREST HILLS        NY,9715 METROPOLITAN AVE,"FOREST HILLS
NY",11375,UNITED STATES,3.20232E+17,Merchandise & Supplies-Pharmacies
6/13/23,AplPay DD/BR #304484FLUSHING            NY,12.71,"23131040555 718-478-5407
AplPay DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",AplPay DD/BR #304484FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/13/23,AplPay DUNKIN #33170FOREST HILLS        NY,10.34,"23131402192 718-846-2371
AplPay DUNKIN #331708 Q35 3317
FOREST HILLS
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-846-2371",AplPay DUNKIN #33170FOREST HILLS        NY,7167 YELLOWSTONE BLVD,"FOREST HILLS
NY",11375,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/12/23,AplPay DD/BR #304484FLUSHING            NY,12.71,"23121139155 718-478-5407
AplPay DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",AplPay DD/BR #304484FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/12/23,Interest Charge on Pay Over Time Purchases,29.05,"Interest Charge on Pay Over Time Purchases
",Interest Charge on Pay Over Time Purchases,,,,,1.30613E+17,Fees & Adjustments-Fees & Adjustments
6/12/23,KEY FOOD 2188 000002REGO PARK           NY,16.08,"99999993164 9175484585
KEY FOOD 2188 000002188
REGO PARK
NY
Description : GROCERY STORES Price : 0.1608
9175484585",KEY FOOD 2188 000002REGO PARK           NY,9202 63RD DR,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Merchandise & Supplies-Groceries
6/11/23,AplPay STARBUCKS STOGLENDALE            NY,5.17,"E90C91586D8 FAST FOOD RESTAURANT
AplPay STARBUCKS STORE 1181
GLENDALE
NY
FAST FOOD RESTAURANT",AplPay STARBUCKS STOGLENDALE            NY,8000 COOPER AVE STE 1,"GLENDALE
NY",11385,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/11/23,DD/BR #304484 Q35 30FLUSHING            NY,8.47,"23111616225 718-478-5407
DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",DD/BR #304484 Q35 30FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/10/23,AplPay DD/BR #304484FLUSHING            NY,23.69,"23101048335 718-478-5407
AplPay DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",AplPay DD/BR #304484FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/9/23,AplPay DD/BR #304484FLUSHING            NY,9.47,"23091133105 718-478-5407
AplPay DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",AplPay DD/BR #304484FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/9/23,KEY FOOD 2188 000002REGO PARK           NY,16.65,"99999993161 9175484585
KEY FOOD 2188 000002188
REGO PARK
NY
Description : GROCERY STORES Price : 0.1665
9175484585",KEY FOOD 2188 000002REGO PARK           NY,9202 63RD DR,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Merchandise & Supplies-Groceries
6/9/23,LILLIAN PIZZERIA    FOREST HILLS        NY,32.91,"85183533162        USFC1LILL11375
LILLIAN PIZZERIA
FOREST HILLS
NY
USFC1LILL11375",LILLIAN PIZZERIA    FOREST HILLS        NY,9601 69TH AVE,"FOREST HILLS
NY",11375,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/8/23,AplPay RITE AID 0486REGO PARK           NY,18.5,"00000579114 717-975-5881
AplPay RITE AID 04866 0486
REGO PARK
NY
Description : PRESCRIPTIONS/SUNDR Price : 0.00
717-975-5881",AplPay RITE AID 0486REGO PARK           NY,9514 63RD DR,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Merchandise & Supplies-Pharmacies
6/6/23,AplPay DD/BR #358915NEW YORK            NY,14.23,"23061028427 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/6/23,CAFE FRESCO 00-08040NEW YORK            NY,15.49,"31099533157 FAST FOOD RESTAURANT
CAFE FRESCO 00-08040986302
NEW YORK
NY
FAST FOOD RESTAURANT",CAFE FRESCO 00-08040NEW YORK            NY,875 1ST AVE,"NEW YORK
NY",10017,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/6/23,KEY FOOD 2188 000002REGO PARK           NY,29.85,"99999993158 9175484585
KEY FOOD 2188 000002188
REGO PARK
NY
Description : GROCERY STORES Price : 0.2985
9175484585",KEY FOOD 2188 000002REGO PARK           NY,9202 63RD DR,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Merchandise & Supplies-Groceries
6/5/23,DD/BR #358915 3589  NEW YORK            NY,18.5,"23051054187 609-586-6680
DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",DD/BR #358915 3589  NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/5/23,WENDY'S #3115 000003REGO PARK           NY,8.68,"1005022400410050224004      11374
FAST FOOD REST.
WENDY'S #3115 000003115
REGO PARK
NY
FAST FOOD REST.
10050224004      11374",WENDY'S #3115 000003REGO PARK           NY,90 13 METROPOLITAN,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/4/23,TST* JAMESONS 001018NEW YORK            NY,10.79,"21105173156 BAR/NIGHTCLUB
TST* JAMESONS 00101809
NEW YORK
NY
BAR/NIGHTCLUB",TST* JAMESONS 001018NEW YORK            NY,2071 VAN NOSTRAND AVE,"MERRICK
NY",11566,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/3/23,AplPay DD/BR #304484FLUSHING            NY,8.47,"23031648515 718-478-5407
AplPay DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",AplPay DD/BR #304484FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/3/23,AplPay DD/BR #358915NEW YORK            NY,10.21,"23031028427 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/3/23,BURGER KING #22770 0BRONX               NY,15.33,"002790      732-406-2445
BURGER KING #22770 0000
BRONX
NY
Description : FAST FOOD RESTAURAN Price : 0.00
732-406-2445",BURGER KING #22770 0BRONX               NY,3261 WESTCHESTER AVE,"BRONX
NY",10461,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/3/23,MOBILE PAYMENT - THANK YOU,-500,"MOBILE PAYMENT - THANK YOU
",MOBILE PAYMENT - THANK YOU,,,,,3.20232E+17,
6/3/23,PEAK THAI RESTAURANTNEW YORK            NY,36.17,"73011003155 PEAKTHAI2014@GMAIL.CO
PEAKTHAI2014@GMAIL.COM
PEAK THAI RESTAURANT 436845559943617
NEW YORK
NY
PEAKTHAI2014@GMAIL.COM",PEAK THAI RESTAURANTNEW YORK            NY,301 EAST 49,"NEW YORK
NY",10017,UNITED STATES,3.20232E+17,Restaurant-Restaurant
6/2/23,AplPay NY GRILL AND NEW YORK            NY,20.38,"85183533153646-952-0037
AplPay NY GRILL AND DELI
NEW YORK
NY
646-952-0037",AplPay NY GRILL AND NEW YORK            NY,882 1ST AVE,"NEW YORK
NY",10022,UNITED STATES,3.20232E+17,Merchandise & Supplies-Groceries
6/1/23,AplPay DD/BR #359682NEW YORK            NY,7.83,"23011154123 212-532-5003
AplPay DD/BR #359682
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
212-532-5003",AplPay DD/BR #359682NEW YORK            NY,355 3RD AVE,"NEW YORK
NY",10010,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
6/1/23,FS *CAPTURE ONE     877-327-8914        CA,20,"ZPG41GQHTFI3AC9610BA69D3D7E 93101
FS *CAPTURE ONE
877-327-8914
CA
3AC9610BA69D3D7E 93101",FS *CAPTURE ONE     877-327-8914        CA,801 GDN ST 201,"SANTA BARBARA
CA",93101,UNITED STATES,3.20232E+17,Merchandise & Supplies-Internet Purchase
5/31/23,AplPay DD/BR #304484FLUSHING            NY,7.5,"23311134395 718-478-5407
AplPay DD/BR #304484 Q35 3044
FLUSHING
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-478-5407",AplPay DD/BR #304484FLUSHING            NY,6365 WOODHAVEN BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
5/30/23,AplPay DD/BR #358915NEW YORK            NY,8.37,"23301403187 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
5/30/23,AplPay DUNKIN #34663REGO PK             NY,7.71,"23301534014 718-275-2949
AplPay DUNKIN #346634 Q35 3466
REGO PK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-275-2949",AplPay DUNKIN #34663REGO PK             NY,9637 QUEENS BLVD,"REGO PARK
NY",11374,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
5/29/23,STARBUCKS STORE 4811NEW YORK            NY,5.17,"950D780A858 FAST FOOD RESTAURANT
STARBUCKS STORE 4811
NEW YORK
NY
FAST FOOD RESTAURANT",STARBUCKS STORE 4811NEW YORK            NY,969 1ST AVE,"NEW YORK
NY",10022,UNITED STATES,3.20232E+17,Restaurant-Bar & Café
5/29/23,TRADER JOE S #571 00NEW YORK            NY,121.62,"00021340595 6265993700
TRADER JOE S #571 000000571
NEW YORK
NY
6265993700",TRADER JOE S #571 00NEW YORK            NY,405 EAST 59TH ST,"NEW YORK
NY",10022,UNITED STATES,3.20232E+17,Merchandise & Supplies-Groceries
5/29/23,WHOLE FOODS MARKET  NEW YORK            NY,55.45,"06DVVEV2R1X 6464971222
WHOLE FOODS MARKET
NEW YORK
NY
Description : GROCERY STORES Price : 0.5545
6464971222",WHOLE FOODS MARKET  NEW YORK            NY,226 EAST 57TH ST,"NEW YORK
NY",10022,UNITED STATES,3.20232E+17,Merchandise & Supplies-Groceries
5/28/23,AplPay DD/BR #338712NEW YORK            NY,9.12,"23281417485 212-532-5003
AplPay DD/BR #338712 3357
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
212-532-5003",AplPay DD/BR #338712NEW YORK            NY,601 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
5/28/23,AplPay STARBUCKS STONEW YORK            NY,4.95,"DE439EDAB22 FAST FOOD RESTAURANT
AplPay STARBUCKS STORE 0083
NEW YORK
NY
FAST FOOD RESTAURANT",AplPay STARBUCKS STONEW YORK            NY,585 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
